Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face,Price_Per_SqFt,Down_Payment_Credit,Price_Per_Room
2016-07-28,2016,Fairfield,"$248,150.00","$507,000.00",Single Family,Detached House,3,2,991,1.348259,North,$511.60,"$12,675.00","$169,000.00"
2016-07-28,2016,Stamford,"$490,640.00","$850,000.00",Single Family,Detached House,3,3,940,1.348259,South,$904.26,"$21,250.00","$283,333.33"
2016-07-28,2016,Fairfield,"$230,370.00","$457,000.00",Single Family,Detached House,3,3,951,1.348259,South,$480.55,"$11,425.00","$152,333.33"
2016-07-29,2016,Stamford,"$577,240.00","$1,170,000.00",Single Family,Detached House,3,1,984,1.348259,South,"$1,189.02","$29,250.00","$390,000.00"
2016-07-29,2016,Fairfield,"$357,070.00","$450,000.00",Single Family,Detached House,3,3,940,1.348259,North,$478.72,"$11,250.00","$150,000.00"
2016-07-29,2016,Waterbury,"$32,000.00","$32,000.00",Single Family,Detached House,3,3,997,1.348259,West,$32.10,$800.00,"$10,666.67"
2016-07-29,2016,West Hartford,"$234,850.00","$167,750.00",Single Family,Detached House,3,1,1047,1.348259,South,$160.22,"$4,193.75","$55,916.67"
2016-07-29,2016,Stamford,"$493,880.00","$755,000.00",Single Family,Detached House,3,2,990,1.348259,East,$762.63,"$18,875.00","$251,666.67"
2016-07-29,2016,Stamford,"$510,000.00","$510,000.00",Three Family,Triplex,6,6,2104,1.348259,North,$242.40,"$12,750.00","$85,000.00"
2016-07-29,2016,Waterbury,"$70,510.00","$50,000.00",Single Family,Detached House,3,1,1000,1.348259,North,$50.00,"$1,250.00","$16,666.67"
2016-07-29,2016,Bridgeport,"$172,620.00","$160,000.00",Single Family,Detached House,3,3,956,1.348259,South,$167.36,"$4,000.00","$53,333.33"
2016-07-30,2016,Greenwich,"$824,110.00","$1,076,000.00",Single Family,Detached House,3,3,991,1.348259,North,"$1,085.77","$26,900.00","$358,666.67"
2016-07-30,2016,Greenwich,"$1,925,560.00","$3,265,000.00",Single Family,Detached House,3,2,1083,1.348259,North,"$3,014.77","$81,625.00","$1,088,333.33"
2016-07-30,2016,Stamford,"$547,410.00","$900,001.00",Single Family,Detached House,3,2,914,1.348259,East,$984.68,"$22,500.03","$300,000.33"
2016-07-30,2016,Waterbury,"$60,720.00","$6,000.00",Three Family,Triplex,6,6,1975,1.348259,East,$3.04,$150.00,"$1,000.00"
2016-07-31,2016,West Hartford,"$277,830.00","$525,000.00",Single Family,Detached House,3,2,1035,1.348259,West,$507.25,"$13,125.00","$175,000.00"
2016-07-31,2016,Stamford,"$249,700.00","$465,000.00",Single Family,Detached House,3,1,1019,1.348259,South,$456.33,"$11,625.00","$155,000.00"
2016-07-31,2016,West Hartford,"$396,410.00","$675,000.00",Single Family,Detached House,3,2,1065,1.348259,East,$633.80,"$16,875.00","$225,000.00"
2016-08-01,2016,Stamford,"$214,140.00","$436,000.00",Single Family,Detached House,3,3,993,1.348259,North,$439.07,"$10,900.00","$145,333.33"
2016-08-01,2016,Greenwich,"$1,092,840.00","$1,750,000.00",Single Family,Detached House,3,3,963,1.348259,North,"$1,817.24","$43,750.00","$583,333.33"
2016-08-04,2016,Bridgeport,"$129,460.00","$77,500.00",Single Family,Detached House,3,2,926,1.348259,West,$83.69,"$1,937.50","$25,833.33"
2016-08-04,2016,Fairfield,"$603,610.00","$800,000.00",Single Family,Detached House,3,1,913,1.348259,North,$876.23,"$20,000.00","$266,666.67"
2016-08-04,2016,Fairfield,"$570,080.00","$850,000.00",Single Family,Detached House,3,3,1059,1.348259,East,$802.64,"$21,250.00","$283,333.33"
2016-08-04,2016,Waterbury,"$98,020.00","$117,000.00",Single Family,Detached House,3,1,1041,1.348259,South,$112.39,"$2,925.00","$39,000.00"
2016-08-04,2016,West Hartford,"$290,640.00","$420,000.00",Single Family,Detached House,3,1,1027,1.348259,South,$408.96,"$10,500.00","$140,000.00"
2016-08-04,2016,Bridgeport,"$117,840.00","$116,000.00",Single Family,Detached House,3,2,1083,1.348259,South,$107.11,"$2,900.00","$38,666.67"
2016-08-04,2016,Greenwich,"$1,008,140.00","$1,575,000.00",Single Family,Detached House,3,1,1087,1.348259,South,"$1,448.94","$39,375.00","$525,000.00"
2016-08-05,2016,Fairfield,"$595,910.00","$840,000.00",Single Family,Detached House,3,1,970,1.348259,South,$865.98,"$21,000.00","$280,000.00"
2016-08-05,2016,Greenwich,"$2,900,000.00","$2,900,000.00",Single Family,Detached House,3,1,993,1.348259,North,"$2,920.44","$72,500.00","$966,666.67"
2016-08-05,2016,Bridgeport,"$131,670.00","$25,000.00",Single Family,Detached House,3,2,920,1.348259,South,$27.17,$625.00,"$8,333.33"
2016-08-07,2016,Waterbury,"$115,000.00","$115,000.00",Single Family,Detached House,3,3,1000,1.348259,West,$115.00,"$2,875.00","$38,333.33"
2016-08-07,2016,Bridgeport,"$76,100.00","$76,100.00",Two Family,Duplex,4,4,1359.5,1.348259,South,$55.98,"$1,902.50","$19,025.00"
2016-08-07,2016,West Hartford,"$195,720.00","$325,000.00",Single Family,Detached House,3,1,1061,1.348259,South,$306.31,"$8,125.00","$108,333.33"
2016-08-07,2016,Bridgeport,"$166,980.00","$150,000.00",Three Family,Triplex,6,4,1944,1.348259,North,$77.16,"$3,750.00","$25,000.00"
2016-08-08,2016,Waterbury,"$66,870.00","$109,000.00",Single Family,Detached House,3,3,1086,1.348259,West,$100.37,"$2,725.00","$36,333.33"
2016-08-11,2016,West Hartford,"$198,100.00","$379,000.00",Single Family,Detached House,3,1,1000,1.348259,East,$379.00,"$9,475.00","$126,333.33"
2016-08-11,2016,West Hartford,"$224,770.00","$360,000.00",Single Family,Detached House,3,1,968,1.348259,East,$371.90,"$9,000.00","$120,000.00"
2016-08-11,2016,Greenwich,"$787,990.00","$1,500,000.00",Single Family,Detached House,3,3,939,1.348259,East,"$1,597.44","$37,500.00","$500,000.00"
2016-08-12,2016,Greenwich,"$930,230.00","$1,298,000.00",Single Family,Detached House,3,2,962,1.348259,East,"$1,349.27","$32,450.00","$432,666.67"
2016-08-12,2016,Greenwich,"$497,560.00","$800,000.00",Single Family,Detached House,3,1,941,1.348259,West,$850.16,"$20,000.00","$266,666.67"
2016-08-13,2016,Waterbury,"$122,772.00","$122,772.00",Single Family,Detached House,3,1,915,1.348259,South,$134.18,"$3,069.30","$40,924.00"
2016-08-14,2016,Greenwich,"$626,220.00","$955,000.00",Single Family,Detached House,3,3,935,1.348259,North,"$1,021.39","$23,875.00","$318,333.33"
2016-08-15,2016,Fairfield,"$394,800.00","$625,000.00",Single Family,Detached House,3,2,1086,1.348259,North,$575.51,"$15,625.00","$208,333.33"
2016-08-15,2016,Greenwich,"$795,900.00","$1,406,000.00",Single Family,Detached House,3,3,997,1.348259,North,"$1,410.23","$35,150.00","$468,666.67"
2016-08-18,2016,Fairfield,"$399,000.00","$472,000.00",Single Family,Detached House,3,1,932,1.348259,West,$506.44,"$11,800.00","$157,333.33"
2016-08-18,2016,Fairfield,"$280,350.00","$407,000.00",Single Family,Detached House,3,1,1060,1.348259,South,$383.96,"$10,175.00","$135,666.67"
2016-08-18,2016,Greenwich,"$587,300.00","$1,415,000.00",Single Family,Detached House,3,3,928,1.348259,South,"$1,524.78","$35,375.00","$471,666.67"
2016-08-18,2016,Stamford,"$227,750.00","$355,000.00",Single Family,Detached House,3,1,1098,1.348259,South,$323.32,"$8,875.00","$118,333.33"
2016-08-18,2016,Bridgeport,"$121,220.00","$182,997.00",Single Family,Detached House,3,2,1026,1.348259,North,$178.36,"$4,574.93","$60,999.00"
2016-08-19,2016,Fairfield,"$630,000.00","$967,500.00",Single Family,Detached House,3,1,1054,1.348259,West,$917.93,"$24,187.50","$322,500.00"
2016-08-19,2016,Greenwich,"$866,110.00","$1,525,000.00",Single Family,Detached House,3,3,993,1.348259,South,"$1,535.75","$38,125.00","$508,333.33"
2016-08-19,2016,Bridgeport,"$116,720.00","$50,000.00",Single Family,Detached House,3,1,953,1.348259,West,$52.47,"$1,250.00","$16,666.67"
2016-08-19,2016,Fairfield,"$384,160.00","$700,000.00",Single Family,Detached House,3,3,945,1.348259,North,$740.74,"$17,500.00","$233,333.33"
2016-08-20,2016,Waterbury,"$49,990.00","$95,031.00",Single Family,Detached House,3,3,1025,1.348259,West,$92.71,"$2,375.78","$31,677.00"
2016-08-20,2016,Waterbury,"$47,670.00","$60,000.00",Two Family,Duplex,4,3,1359.5,1.348259,East,$44.13,"$1,500.00","$15,000.00"
2016-08-20,2016,Waterbury,"$113,000.00","$128,700.00",Single Family,Detached House,3,2,1014,1.348259,West,$126.92,"$3,217.50","$42,900.00"
2016-08-20,2016,Waterbury,"$50,100.00","$50,100.00",Single Family,Detached House,3,2,1096,1.348259,West,$45.71,"$1,252.50","$16,700.00"
2016-08-20,2016,Waterbury,"$84,500.00","$136,000.00",Single Family,Detached House,3,3,1037,1.348259,South,$131.15,"$3,400.00","$45,333.33"
2016-08-20,2016,Waterbury,"$122,000.00","$153,500.00",Single Family,Detached House,3,1,1067,1.348259,East,$143.86,"$3,837.50","$51,166.67"
2016-08-21,2016,Bridgeport,"$178,410.00","$45,000.00",Three Family,Triplex,6,5,2181,1.348259,South,$20.63,"$1,125.00","$7,500.00"
2016-08-21,2016,West Hartford,"$181,790.00","$252,000.00",Single Family,Detached House,3,1,947,1.348259,South,$266.10,"$6,300.00","$84,000.00"
2016-08-21,2016,Waterbury,"$123,940.00","$49,000.00",Single Family,Detached House,3,3,1034,1.348259,South,$47.39,"$1,225.00","$16,333.33"
2016-08-22,2016,Waterbury,"$65,831.00","$65,831.00",Two Family,Duplex,4,2,1443,1.348259,West,$45.62,"$1,645.78","$16,457.75"
2016-08-22,2016,Waterbury,"$65,510.00","$41,000.00",Single Family,Detached House,3,2,1008,1.348259,North,$40.67,"$1,025.00","$13,666.67"
2016-08-25,2016,Greenwich,"$262,850.00","$359,000.00",Single Family,Detached House,3,1,1036,1.348259,East,$346.53,"$8,975.00","$119,666.67"
2016-08-25,2016,West Hartford,"$136,570.00","$231,500.00",Single Family,Detached House,3,3,1000,1.348259,West,$231.50,"$5,787.50","$77,166.67"
2016-08-25,2016,West Hartford,"$178,220.00","$329,000.00",Single Family,Detached House,3,3,1046,1.348259,East,$314.53,"$8,225.00","$109,666.67"
2016-08-25,2016,West Hartford,"$156,520.00","$257,000.00",Single Family,Detached House,3,1,1004,1.348259,South,$255.98,"$6,425.00","$85,666.67"
2016-08-26,2016,Greenwich,"$1,502,830.00","$5,100,000.00",Single Family,Detached House,3,1,959,1.348259,West,"$5,318.04","$127,500.00","$1,700,000.00"
2016-08-27,2016,Fairfield,"$313,810.00","$999,000.00",Single Family,Detached House,3,3,913,1.348259,West,"$1,094.19","$24,975.00","$333,000.00"
2016-08-28,2016,Stamford,"$435,000.00","$435,000.00",Single Family,Detached House,3,2,981,1.348259,West,$443.43,"$10,875.00","$145,000.00"
2016-08-28,2016,Waterbury,"$86,910.00","$45,900.00",Single Family,Detached House,3,1,920,1.348259,North,$49.89,"$1,147.50","$15,300.00"
2016-08-28,2016,West Hartford,"$191,520.00","$312,500.00",Single Family,Detached House,3,3,1030,1.348259,South,$303.40,"$7,812.50","$104,166.67"
2016-08-29,2016,Stamford,"$262,630.00","$451,000.00",Single Family,Detached House,3,2,981,1.348259,West,$459.73,"$11,275.00","$150,333.33"
2016-08-29,2016,Waterbury,"$36,450.00","$35,000.00",Single Family,Detached House,3,3,1082,1.348259,East,$32.35,$875.00,"$11,666.67"
2016-08-29,2016,Waterbury,"$88,510.00","$49,100.00",Single Family,Detached House,3,1,984,1.348259,South,$49.90,"$1,227.50","$16,366.67"
2016-08-29,2016,Greenwich,"$2,320,000.00","$2,320,000.00",Single Family,Detached House,3,1,907,1.348259,West,"$2,557.88","$58,000.00","$773,333.33"
2016-08-29,2016,Greenwich,"$666,260.00","$1,275,000.00",Single Family,Detached House,3,3,1088,1.348259,West,"$1,171.88","$31,875.00","$425,000.00"
2016-08-29,2016,Waterbury,"$139,890.00","$215,000.00",Single Family,Detached House,3,1,935,1.348259,West,$229.95,"$5,375.00","$71,666.67"
2016-08-29,2016,Stamford,"$592,000.00","$592,000.00",Single Family,Detached House,3,1,1064,1.348259,West,$556.39,"$14,800.00","$197,333.33"
2016-09-02,2016,West Hartford,"$329,280.00","$569,900.00",Single Family,Detached House,3,2,975,1.348259,South,$584.51,"$14,247.50","$189,966.67"
2016-09-02,2016,West Hartford,"$165,410.00","$259,000.00",Single Family,Detached House,3,1,1046,1.348259,South,$247.61,"$6,475.00","$86,333.33"
2016-09-02,2016,West Hartford,"$256,000.00","$256,000.00",Single Family,Detached House,3,2,1042,1.348259,North,$245.68,"$6,400.00","$85,333.33"
2016-09-02,2016,Fairfield,"$586,320.00","$678,522.00",Single Family,Detached House,3,3,1023,1.348259,North,$663.27,"$16,963.05","$226,174.00"
2016-09-02,2016,Bridgeport,"$183,520.00","$295,000.00",Two Family,Duplex,4,4,1274,1.348259,West,$231.55,"$7,375.00","$73,750.00"
2016-09-03,2016,Greenwich,"$700,700.00","$963,500.00",Single Family,Detached House,3,1,1045,1.348259,South,$922.01,"$24,087.50","$321,166.67"
2016-09-03,2016,Waterbury,"$70,750.00","$37,500.00",Single Family,Detached House,3,2,1071,1.348259,East,$35.01,$937.50,"$12,500.00"
2016-09-03,2016,Stamford,"$496,640.00","$875,000.00",Single Family,Detached House,3,2,1044,1.348259,West,$838.12,"$21,875.00","$291,666.67"
2016-09-04,2016,Stamford,"$489,900.00","$489,900.00",Single Family,Detached House,3,2,1039,1.348259,South,$471.51,"$12,247.50","$163,300.00"
2016-09-04,2016,West Hartford,"$192,710.00","$242,000.00",Single Family,Detached House,3,1,981,1.348259,West,$246.69,"$6,050.00","$80,666.67"
2016-09-04,2016,West Hartford,"$203,490.00","$375,000.00",Single Family,Detached House,3,3,936,1.348259,East,$400.64,"$9,375.00","$125,000.00"
2016-09-04,2016,Greenwich,"$1,512,630.00","$2,407,000.00",Single Family,Detached House,3,1,1085,1.348259,North,"$2,218.43","$60,175.00","$802,333.33"
2016-09-05,2016,Fairfield,"$522,760.00","$650,000.00",Single Family,Detached House,3,1,939,1.348259,East,$692.23,"$16,250.00","$216,666.67"
2016-09-05,2016,Stamford,"$560,590.00","$1,250,000.00",Single Family,Detached House,3,1,1000,1.348259,South,"$1,250.00","$31,250.00","$416,666.67"
2016-09-08,2016,West Hartford,"$193,690.00","$417,500.00",Single Family,Detached House,3,1,953,1.348259,East,$438.09,"$10,437.50","$139,166.67"
2016-09-08,2016,West Hartford,"$183,680.00","$237,000.00",Single Family,Detached House,3,1,971,1.348259,West,$244.08,"$5,925.00","$79,000.00"
2016-09-08,2016,Bridgeport,"$155,220.00","$70,000.00",Two Family,Duplex,4,2,1359.5,1.348259,North,$51.49,"$1,750.00","$17,500.00"
2016-09-09,2016,Waterbury,"$50,059.00","$50,059.00",Single Family,Detached House,3,1,911,1.348259,South,$54.95,"$1,251.48","$16,686.33"
2016-09-10,2016,Waterbury,"$69,990.00","$31,500.00",Single Family,Detached House,3,3,987,1.348259,North,$31.91,$787.50,"$10,500.00"
2016-09-11,2016,Stamford,"$960,120.00","$1,600,000.00",Single Family,Detached House,3,2,928,1.348259,South,"$1,724.14","$40,000.00","$533,333.33"
2016-09-11,2016,Waterbury,"$97,080.00","$135,000.00",Single Family,Detached House,3,1,977,1.348259,East,$138.18,"$3,375.00","$45,000.00"
2016-09-12,2016,Stamford,"$698,200.00","$1,000,000.00",Single Family,Detached House,3,3,1014,1.348259,South,$986.19,"$25,000.00","$333,333.33"
2016-09-15,2016,Waterbury,"$98,880.00","$50,000.00",Single Family,Detached House,3,2,905,1.348259,East,$55.25,"$1,250.00","$16,666.67"
2016-09-15,2016,Bridgeport,"$171,970.00","$210,000.00",Single Family,Detached House,3,1,1040,1.348259,East,$201.92,"$5,250.00","$70,000.00"
2016-09-15,2016,Fairfield,"$455,420.00","$530,000.00",Single Family,Detached House,3,2,906,1.348259,East,$584.99,"$13,250.00","$176,666.67"
2016-09-15,2016,Greenwich,"$2,875,810.00","$5,475,000.00",Single Family,Detached House,3,1,985,1.348259,North,"$5,558.38","$136,875.00","$1,825,000.00"
2016-09-15,2016,Bridgeport,"$190,000.00","$190,000.00",Four Family,Fourplex,8,6,2646,1.348259,East,$71.81,"$4,750.00","$23,750.00"
2016-09-16,2016,Bridgeport,"$124,450.00","$121,000.00",Single Family,Detached House,3,2,1010,1.348259,West,$119.80,"$3,025.00","$40,333.33"
2016-09-16,2016,Greenwich,"$940,590.00","$2,325,000.00",Single Family,Detached House,3,3,930,1.348259,West,"$2,500.00","$58,125.00","$775,000.00"
2016-09-18,2016,Waterbury,"$23,000.00","$23,000.00",Single Family,Detached House,3,2,1080,1.348259,West,$21.30,$575.00,"$7,666.67"
2016-09-18,2016,West Hartford,"$138,880.00","$169,000.00",Single Family,Detached House,3,1,1024,1.348259,East,$165.04,"$4,225.00","$56,333.33"
2016-09-18,2016,Bridgeport,"$130,300.00","$173,000.00",Single Family,Detached House,3,1,1056,1.348259,South,$163.83,"$4,325.00","$57,666.67"
2016-09-18,2016,Bridgeport,"$127,570.00","$89,900.00",Single Family,Detached House,3,2,931,1.348259,West,$96.56,"$2,247.50","$29,966.67"
2016-09-19,2016,Waterbury,"$60,640.00","$36,000.00",Single Family,Detached House,3,1,1000,1.348259,North,$36.00,$900.00,"$12,000.00"
2016-09-22,2016,Greenwich,"$798,420.00","$1,170,300.00",Single Family,Detached House,3,1,1026,1.348259,South,"$1,140.64","$29,257.50","$390,100.00"
2016-09-22,2016,Fairfield,"$715,000.00","$715,000.00",Single Family,Detached House,3,2,1056,1.348259,North,$677.08,"$17,875.00","$238,333.33"
2016-09-22,2016,Greenwich,"$525,420.00","$775,000.00",Two Family,Duplex,4,2,1359.5,1.348259,East,$570.06,"$19,375.00","$193,750.00"
2016-09-23,2016,Fairfield,"$237,930.00","$287,500.00",Single Family,Detached House,3,1,1088,1.348259,East,$264.25,"$7,187.50","$95,833.33"
2016-09-23,2016,Bridgeport,"$110,630.00","$110,000.00",Single Family,Detached House,3,1,1013,1.348259,South,$108.59,"$2,750.00","$36,666.67"
2016-09-23,2016,Waterbury,"$130,110.00","$130,500.00",Single Family,Detached House,3,3,1038,1.348259,East,$125.72,"$3,262.50","$43,500.00"
2016-09-24,2016,Fairfield,"$334,600.00","$418,000.00",Single Family,Detached House,3,3,1000,1.348259,West,$418.00,"$10,450.00","$139,333.33"
2016-09-25,2016,Waterbury,"$108,410.00","$70,000.00",Single Family,Detached House,3,2,1025,1.348259,East,$68.29,"$1,750.00","$23,333.33"
2016-09-25,2016,Stamford,"$205,800.00","$469,900.00",Single Family,Detached House,3,2,980,1.348259,East,$479.49,"$11,747.50","$156,633.33"
2016-09-25,2016,Stamford,"$495,870.00","$960,000.00",Single Family,Detached House,3,2,934,1.348259,West,"$1,027.84","$24,000.00","$320,000.00"
2016-09-26,2016,Waterbury,"$149,900.00","$149,900.00",Single Family,Detached House,3,1,998,1.348259,South,$150.20,"$3,747.50","$49,966.67"
2016-09-29,2016,Fairfield,"$305,830.00","$415,000.00",Single Family,Detached House,3,3,1000,1.348259,South,$415.00,"$10,375.00","$138,333.33"
2016-09-29,2016,Bridgeport,"$169,000.00","$169,000.00",Single Family,Detached House,3,2,960,1.348259,South,$176.04,"$4,225.00","$56,333.33"
2016-09-29,2016,Waterbury,"$40,400.00","$23,500.00",Two Family,Duplex,4,4,1223,1.348259,North,$19.22,$587.50,"$5,875.00"
2016-09-29,2016,Waterbury,"$63,690.00","$16,666.00",Single Family,Detached House,3,2,977,1.348259,North,$17.06,$416.65,"$5,555.33"
2016-09-29,2016,Stamford,"$405,400.00","$680,000.00",Single Family,Detached House,3,1,990,1.348259,North,$686.87,"$17,000.00","$226,666.67"
2016-09-30,2016,Waterbury,"$87,520.00","$42,000.00",Two Family,Duplex,4,4,1495,1.348259,North,$28.09,"$1,050.00","$10,500.00"
2016-09-30,2016,Waterbury,"$42,800.00","$10,000.00",Three Family,Triplex,6,5,2161,1.348259,North,$4.63,$250.00,"$1,666.67"
2016-09-30,2016,Waterbury,"$76,050.00","$68,000.00",Single Family,Detached House,3,2,950,1.348259,North,$71.58,"$1,700.00","$22,666.67"
2016-09-30,2016,Waterbury,"$29,860.00","$24,900.00",Two Family,Duplex,4,4,1206,1.348259,East,$20.65,$622.50,"$6,225.00"
2016-09-30,2016,Greenwich,"$398,790.00","$850,000.00",Single Family,Detached House,3,3,1017,1.348259,West,$835.79,"$21,250.00","$283,333.33"
2016-09-30,2016,Fairfield,"$293,790.00","$430,000.00",Single Family,Detached House,3,3,978,1.348259,East,$439.67,"$10,750.00","$143,333.33"
2016-09-30,2016,Bridgeport,"$187,260.00","$131,600.00",Three Family,Triplex,6,6,2041,1.348259,South,$64.48,"$3,290.00","$21,933.33"
2016-09-30,2016,West Hartford,"$158,550.00","$246,000.00",Two Family,Duplex,4,4,1201,1.348259,East,$204.83,"$6,150.00","$61,500.00"
2016-10-01,2016,Fairfield,"$549,290.00","$450,000.00",Single Family,Detached House,3,3,1029,1.348259,North,$437.32,"$11,250.00","$150,000.00"
2016-10-03,2016,Norwalk,"$317,380.00","$472,500.00",Single Family,Detached House,3,3,1011,1.348259,North,$467.36,"$11,812.50","$157,500.00"
2016-10-03,2016,Fairfield,"$303,730.00","$440,000.00",Single Family,Detached House,3,3,921,1.348259,South,$477.74,"$11,000.00","$146,666.67"
2016-10-06,2016,Stamford,"$169,770.00","$306,000.00",Two Family,Duplex,4,3,1342,1.348259,East,$228.02,"$7,650.00","$76,500.00"
2016-10-07,2016,Norwalk,"$980,280.00","$2,150,000.00",Single Family,Detached House,3,2,1045,1.348259,West,"$2,057.42","$53,750.00","$716,666.67"
2016-10-07,2016,Bridgeport,"$137,110.00","$34,900.00",Two Family,Duplex,4,4,1435,1.348259,West,$24.32,$872.50,"$8,725.00"
2016-10-07,2016,Greenwich,"$1,575,350.00","$2,940,000.00",Single Family,Detached House,3,3,948,1.348259,South,"$3,101.27","$73,500.00","$980,000.00"
2016-10-07,2016,Waterbury,"$66,000.00","$66,000.00",Three Family,Triplex,6,4,2052,1.348259,South,$32.16,"$1,650.00","$11,000.00"
2016-10-08,2016,Bridgeport,"$124,370.00","$135,000.00",Three Family,Triplex,6,4,1950,1.348259,East,$69.23,"$3,375.00","$22,500.00"
2016-10-08,2016,Stamford,"$442,510.00","$820,000.00",Single Family,Detached House,3,2,1000,1.348259,East,$820.00,"$20,500.00","$273,333.33"
2016-10-08,2016,Greenwich,"$447,930.00","$620,000.00",Single Family,Detached House,3,3,1077,1.348259,West,$575.67,"$15,500.00","$206,666.67"
2016-10-09,2016,Greenwich,"$407,190.00","$420,000.00",Two Family,Duplex,4,4,1221,1.348259,South,$343.98,"$10,500.00","$105,000.00"
2016-10-09,2016,Norwalk,"$231,830.00","$349,000.00",Single Family,Detached House,3,3,909,1.348259,North,$383.94,"$8,725.00","$116,333.33"
2016-10-09,2016,Bridgeport,"$157,660.00","$160,000.00",Two Family,Duplex,4,4,1316,1.348259,West,$121.58,"$4,000.00","$40,000.00"
2016-10-09,2016,Bridgeport,"$102,150.00","$102,150.00",Single Family,Detached House,3,2,1010,1.348259,North,$101.14,"$2,553.75","$34,050.00"
2016-10-10,2016,Waterbury,"$46,450.00","$40,500.00",Three Family,Triplex,6,4,2057,1.348259,North,$19.69,"$1,012.50","$6,750.00"
2016-10-14,2016,Norwalk,"$296,428.00","$52,857.00",Four Family,Fourplex,8,6,2557,1.348259,South,$20.67,"$1,321.43","$6,607.13"
2016-10-14,2016,Bridgeport,"$135,290.00","$175,500.00",Single Family,Detached House,3,3,950,1.348259,East,$184.74,"$4,387.50","$58,500.00"
2016-10-14,2016,West Hartford,"$189,000.00","$240,000.00",Single Family,Detached House,3,3,975,1.348259,South,$246.15,"$6,000.00","$80,000.00"
2016-10-14,2016,Waterbury,"$130,000.00","$130,000.00",Single Family,Detached House,3,1,1000,1.348259,East,$130.00,"$3,250.00","$43,333.33"
2016-10-14,2016,Greenwich,"$3,340,120.00","$5,993,000.00",Single Family,Detached House,3,3,1026,1.348259,East,"$5,841.13","$149,825.00","$1,997,666.67"
2016-10-15,2016,Bridgeport,"$174,900.00","$174,900.00",Single Family,Detached House,3,1,948,1.348259,South,$184.49,"$4,372.50","$58,300.00"
2016-10-15,2016,Greenwich,"$1,319,220.00","$1,525,000.00",Single Family,Detached House,3,2,997,1.348259,North,"$1,529.59","$38,125.00","$508,333.33"
2016-10-15,2016,Bridgeport,"$171,480.00","$130,500.00",Single Family,Detached House,3,1,1000,1.348259,North,$130.50,"$3,262.50","$43,500.00"
2016-10-16,2016,Bridgeport,"$204,150.00","$150,000.00",Two Family,Duplex,4,3,1493,1.348259,North,$100.47,"$3,750.00","$37,500.00"
2016-10-16,2016,Norwalk,"$2,601,520.00","$3,000,000.00",Single Family,Detached House,3,2,1000,1.348259,East,"$3,000.00","$75,000.00","$1,000,000.00"
2016-10-17,2016,Fairfield,"$310,940.00","$391,500.00",Single Family,Detached House,3,2,1059,1.348259,South,$369.69,"$9,787.50","$130,500.00"
2016-10-17,2016,Waterbury,"$65,230.00","$62,500.00",Three Family,Triplex,6,4,1930,1.348259,West,$32.38,"$1,562.50","$10,416.67"
2016-10-17,2016,Fairfield,"$1,392,160.00","$2,100,000.00",Single Family,Detached House,3,1,928,1.348259,North,"$2,262.93","$52,500.00","$700,000.00"
2016-10-20,2016,West Hartford,"$167,440.00","$191,250.00",Single Family,Detached House,3,2,968,1.348259,West,$197.57,"$4,781.25","$63,750.00"
2016-10-20,2016,Greenwich,"$1,228,360.00","$1,333,836.00",Single Family,Detached House,3,1,933,1.348259,South,"$1,429.62","$33,345.90","$444,612.00"
2016-10-20,2016,Bridgeport,"$179,060.00","$186,500.00",Two Family,Duplex,4,2,1359.5,1.348259,East,$137.18,"$4,662.50","$46,625.00"
2016-10-20,2016,West Hartford,"$788,620.00","$1,200,000.00",Single Family,Detached House,3,2,987,1.348259,South,"$1,215.81","$30,000.00","$400,000.00"
2016-10-20,2016,Waterbury,"$84,770.00","$77,000.00",Single Family,Detached House,3,2,917,1.348259,West,$83.97,"$1,925.00","$25,666.67"
2016-10-20,2016,Fairfield,"$417,340.00","$720,000.00",Single Family,Detached House,3,3,1035,1.348259,East,$695.65,"$18,000.00","$240,000.00"
2016-10-20,2016,Fairfield,"$179,060.00","$140,000.00",Single Family,Detached House,3,1,1071,1.348259,East,$130.72,"$3,500.00","$46,666.67"
2016-10-20,2016,Norwalk,"$276,360.00","$415,000.00",Single Family,Detached House,3,3,1037,1.348259,West,$400.19,"$10,375.00","$138,333.33"
2016-10-21,2016,Fairfield,"$230,930.00","$248,000.00",Single Family,Detached House,3,2,995,1.348259,West,$249.25,"$6,200.00","$82,666.67"
2016-10-21,2016,Bridgeport,"$127,880.00","$120,000.00",Single Family,Detached House,3,2,909,1.348259,South,$132.01,"$3,000.00","$40,000.00"
2016-10-21,2016,Bridgeport,"$172,390.00","$170,000.00",Three Family,Triplex,6,4,2093,1.348259,East,$81.22,"$4,250.00","$28,333.33"
2016-10-22,2016,Norwalk,"$537,860.00","$685,000.00",Single Family,Detached House,3,2,929,1.348259,East,$737.35,"$17,125.00","$228,333.33"
2016-10-22,2016,West Hartford,"$270,900.00","$425,000.00",Single Family,Detached House,3,3,925,1.348259,West,$459.46,"$10,625.00","$141,666.67"
2016-10-22,2016,Stamford,"$284,970.00","$535,000.00",Single Family,Detached House,3,1,955,1.348259,West,$560.21,"$13,375.00","$178,333.33"
2016-10-23,2016,Norwalk,"$233,430.00","$326,000.00",Single Family,Detached House,3,1,946,1.348259,East,$344.61,"$8,150.00","$108,666.67"
